Frequency [Hz], |S00| [-], Arg(S00) [-], Delay 0>0 [s], |Z0| [Ohm] , Arg(Z0) [-]
1.138600e+09, 9.997970e-01, 2.865373e+00, 4.535124e-10, 6.949725e+00, 1.570052e+00
1.142400e+09, 9.997938e-01, 2.854545e+00, 4.535413e-10, 7.225868e+00, 1.570068e+00
1.146200e+09, 9.997908e-01, 2.843717e+00, 4.535734e-10, 7.502461e+00, 1.570084e+00
1.150000e+09, 9.997882e-01, 2.832887e+00, 4.536086e-10, 7.779524e+00, 1.570099e+00
1.153800e+09, 9.997858e-01, 2.822057e+00, 4.536469e-10, 8.057075e+00, 1.570114e+00
1.157600e+09, 9.997837e-01, 2.811225e+00, 4.536884e-10, 8.335135e+00, 1.570130e+00
1.161400e+09, 9.997819e-01, 2.800393e+00, 4.537330e-10, 8.613722e+00, 1.570145e+00
1.165200e+09, 9.997804e-01, 2.789560e+00, 4.537806e-10, 8.892858e+00, 1.570159e+00
1.169000e+09, 9.997791e-01, 2.778725e+00, 4.538314e-10, 9.172561e+00, 1.570174e+00
1.172800e+09, 9.997780e-01, 2.767889e+00, 4.538853e-10, 9.452852e+00, 1.570188e+00
1.176600e+09, 9.997772e-01, 2.757052e+00, 4.539422e-10, 9.733752e+00, 1.570202e+00
1.180400e+09, 9.997767e-01, 2.746214e+00, 4.540022e-10, 1.001528e+01, 1.570216e+00
1.184200e+09, 9.997763e-01, 2.735374e+00, 4.540653e-10, 1.029746e+01, 1.570230e+00
1.188000e+09, 9.997762e-01, 2.724533e+00, 4.541315e-10, 1.058030e+01, 1.570244e+00
1.191800e+09, 9.997764e-01, 2.713690e+00, 4.542007e-10, 1.086384e+01, 1.570257e+00
1.195600e+09, 9.997767e-01, 2.702845e+00, 4.542729e-10, 1.114809e+01, 1.570271e+00
1.199400e+09, 9.997773e-01, 2.691999e+00, 4.543481e-10, 1.143308e+01, 1.570284e+00
1.203200e+09, 9.997781e-01, 2.681151e+00, 4.544264e-10, 1.171881e+01, 1.570297e+00
1.207000e+09, 9.997791e-01, 2.670301e+00, 4.545077e-10, 1.200533e+01, 1.570310e+00
1.210800e+09, 9.997803e-01, 2.659449e+00, 4.545919e-10, 1.229264e+01, 1.570322e+00
1.214600e+09, 9.997816e-01, 2.648595e+00, 4.546792e-10, 1.258078e+01, 1.570335e+00
1.218400e+09, 9.997832e-01, 2.637739e+00, 4.547694e-10, 1.286976e+01, 1.570347e+00
1.222200e+09, 9.997849e-01, 2.626881e+00, 4.548626e-10, 1.315960e+01, 1.570359e+00
1.226000e+09, 9.997868e-01, 2.616021e+00, 4.549587e-10, 1.345034e+01, 1.570371e+00
1.229800e+09, 9.997889e-01, 2.605158e+00, 4.550578e-10, 1.374199e+01, 1.570383e+00
1.233600e+09, 9.997912e-01, 2.594293e+00, 4.551597e-10, 1.403457e+01, 1.570395e+00
1.237400e+09, 9.997936e-01, 2.583426e+00, 4.552646e-10, 1.432811e+01, 1.570407e+00
1.241200e+09, 9.997961e-01, 2.572556e+00, 4.553724e-10, 1.462264e+01, 1.570418e+00
1.245000e+09, 9.997988e-01, 2.561683e+00, 4.554830e-10, 1.491817e+01, 1.570429e+00
1.248800e+09, 9.998017e-01, 2.550808e+00, 4.555965e-10, 1.521474e+01, 1.570440e+00
1.252600e+09, 9.998046e-01, 2.539930e+00, 4.557129e-10, 1.551236e+01, 1.570451e+00
1.256400e+09, 9.998077e-01, 2.529050e+00, 4.558320e-10, 1.581106e+01, 1.570462e+00
1.260200e+09, 9.998110e-01, 2.518166e+00, 4.559540e-10, 1.611088e+01, 1.570472e+00
1.264000e+09, 9.998143e-01, 2.507280e+00, 4.560788e-10, 1.641183e+01, 1.570483e+00
1.267800e+09, 9.998177e-01, 2.496390e+00, 4.562064e-10, 1.671393e+01, 1.570493e+00
1.271600e+09, 9.998213e-01, 2.485498e+00, 4.563368e-10, 1.701723e+01, 1.570503e+00
1.275400e+09, 9.998250e-01, 2.474602e+00, 4.564699e-10, 1.732174e+01, 1.570513e+00
1.279200e+09, 9.998287e-01, 2.463704e+00, 4.566058e-10, 1.762749e+01, 1.570523e+00
1.283000e+09, 9.998325e-01, 2.452802e+00, 4.567443e-10, 1.793450e+01, 1.570533e+00
1.286800e+09, 9.998365e-01, 2.441896e+00, 4.568856e-10, 1.824282e+01, 1.570542e+00
1.290600e+09, 9.998405e-01, 2.430988e+00, 4.570296e-10, 1.855246e+01, 1.570552e+00
1.294400e+09, 9.998445e-01, 2.420076e+00, 4.571762e-10, 1.886345e+01, 1.570561e+00
1.298200e+09, 9.998487e-01, 2.409160e+00, 4.573255e-10, 1.917583e+01, 1.570570e+00
1.302000e+09, 9.998529e-01, 2.398241e+00, 4.574775e-10, 1.948962e+01, 1.570579e+00
1.305800e+09, 9.998572e-01, 2.387318e+00, 4.576320e-10, 1.980485e+01, 1.570588e+00
1.309600e+09, 9.998615e-01, 2.376392e+00, 4.577892e-10, 2.012156e+01, 1.570596e+00
1.313400e+09, 9.998658e-01, 2.365462e+00, 4.579489e-10, 2.043977e+01, 1.570605e+00
1.317200e+09, 9.998703e-01, 2.354528e+00, 4.581112e-10, 2.075952e+01, 1.570613e+00
1.321000e+09, 9.998747e-01, 2.343590e+00, 4.582760e-10, 2.108084e+01, 1.570621e+00
1.324800e+09, 9.998792e-01, 2.332648e+00, 4.584434e-10, 2.140376e+01, 1.570629e+00
1.328600e+09, 9.998837e-01, 2.321702e+00, 4.586133e-10, 2.172831e+01, 1.570637e+00
1.332400e+09, 9.998883e-01, 2.310752e+00, 4.587856e-10, 2.205454e+01, 1.570645e+00
1.336200e+09, 9.998928e-01, 2.299798e+00, 4.589605e-10, 2.238246e+01, 1.570653e+00
1.340000e+09, 9.998974e-01, 2.288840e+00, 4.591377e-10, 2.271213e+01, 1.570660e+00
1.343800e+09, 9.999020e-01, 2.277877e+00, 4.593175e-10, 2.304356e+01, 1.570667e+00
1.347600e+09, 9.999066e-01, 2.266911e+00, 4.594996e-10, 2.337681e+01, 1.570675e+00
1.351400e+09, 9.999112e-01, 2.255940e+00, 4.596841e-10, 2.371191e+01, 1.570682e+00
1.355200e+09, 9.999159e-01, 2.244964e+00, 4.598710e-10, 2.404888e+01, 1.570689e+00
1.359000e+09, 9.999205e-01, 2.233984e+00, 4.600602e-10, 2.438778e+01, 1.570695e+00
1.362800e+09, 9.999251e-01, 2.223000e+00, 4.602518e-10, 2.472864e+01, 1.570702e+00
1.366600e+09, 9.999297e-01, 2.212011e+00, 4.604456e-10, 2.507150e+01, 1.570709e+00
1.370400e+09, 9.999343e-01, 2.201017e+00, 4.606418e-10, 2.541640e+01, 1.570715e+00
1.374200e+09, 9.999389e-01, 2.190019e+00, 4.608402e-10, 2.576338e+01, 1.570721e+00
1.378000e+09, 9.999435e-01, 2.179016e+00, 4.610409e-10, 2.611248e+01, 1.570727e+00
1.381800e+09, 9.999481e-01, 2.168008e+00, 4.612437e-10, 2.646375e+01, 1.570734e+00
1.385600e+09, 9.999526e-01, 2.156995e+00, 4.614488e-10, 2.681723e+01, 1.570739e+00
1.389400e+09, 9.999571e-01, 2.145978e+00, 4.616561e-10, 2.717296e+01, 1.570745e+00
1.393200e+09, 9.999616e-01, 2.134955e+00, 4.618655e-10, 2.753098e+01, 1.570751e+00
1.397000e+09, 9.999661e-01, 2.123927e+00, 4.620771e-10, 2.789135e+01, 1.570756e+00
1.400800e+09, 9.999705e-01, 2.112895e+00, 4.622907e-10, 2.825411e+01, 1.570762e+00
1.404600e+09, 9.999749e-01, 2.101857e+00, 4.625065e-10, 2.861931e+01, 1.570767e+00
1.408400e+09, 9.999793e-01, 2.090814e+00, 4.627243e-10, 2.898700e+01, 1.570772e+00
1.412200e+09, 9.999836e-01, 2.079766e+00, 4.629442e-10, 2.935722e+01, 1.570778e+00
1.416000e+09, 9.999879e-01, 2.068713e+00, 4.631661e-10, 2.973003e+01, 1.570783e+00
1.419800e+09, 9.999921e-01, 2.057654e+00, 4.633900e-10, 3.010547e+01, 1.570787e+00
1.423600e+09, 9.999963e-01, 2.046590e+00, 4.636158e-10, 3.048361e+01, 1.570792e+00
1.427400e+09, 1.000001e+00, 2.035521e+00, 4.638436e-10, 3.086450e+01, 1.570797e+00
1.431200e+09, 1.000005e+00, 2.024446e+00, 4.640733e-10, 3.124818e+01, 1.570801e+00
1.435000e+09, 1.000009e+00, 2.013366e+00, 4.643050e-10, 3.163473e+01, 1.570806e+00
1.438800e+09, 1.000013e+00, 2.002280e+00, 4.645385e-10, 3.202418e+01, 1.570810e+00
1.442600e+09, 1.000017e+00, 1.991189e+00, 4.647738e-10, 3.241661e+01, 1.570815e+00
1.446400e+09, 1.000021e+00, 1.980092e+00, 4.650110e-10, 3.281207e+01, 1.570819e+00
1.450200e+09, 1.000024e+00, 1.968989e+00, 4.652500e-10, 3.321063e+01, 1.570823e+00
1.454000e+09, 1.000028e+00, 1.957881e+00, 4.654907e-10, 3.361234e+01, 1.570827e+00
1.457800e+09, 1.000032e+00, 1.946767e+00, 4.657333e-10, 3.401728e+01, 1.570831e+00
1.461600e+09, 1.000036e+00, 1.935647e+00, 4.659775e-10, 3.442550e+01, 1.570835e+00
1.465400e+09, 1.000039e+00, 1.924521e+00, 4.662234e-10, 3.483708e+01, 1.570838e+00
1.469200e+09, 1.000043e+00, 1.913390e+00, 4.664710e-10, 3.525208e+01, 1.570842e+00
1.473000e+09, 1.000047e+00, 1.902252e+00, 4.667203e-10, 3.567057e+01, 1.570846e+00
1.476800e+09, 1.000050e+00, 1.891109e+00, 4.669711e-10, 3.609263e+01, 1.570849e+00
1.480600e+09, 1.000054e+00, 1.879959e+00, 4.672236e-10, 3.651832e+01, 1.570853e+00
1.484400e+09, 1.000057e+00, 1.868804e+00, 4.674776e-10, 3.694773e+01, 1.570856e+00
1.488200e+09, 1.000060e+00, 1.857642e+00, 4.677331e-10, 3.738093e+01, 1.570859e+00
1.492000e+09, 1.000063e+00, 1.846474e+00, 4.679902e-10, 3.781800e+01, 1.570862e+00
1.495800e+09, 1.000067e+00, 1.835301e+00, 4.682487e-10, 3.825902e+01, 1.570865e+00
1.499600e+09, 1.000070e+00, 1.824121e+00, 4.685087e-10, 3.870408e+01, 1.570868e+00
1.503400e+09, 1.000073e+00, 1.812935e+00, 4.687701e-10, 3.915325e+01, 1.570871e+00
1.507200e+09, 1.000076e+00, 1.801742e+00, 4.690329e-10, 3.960663e+01, 1.570874e+00
1.511000e+09, 1.000079e+00, 1.790543e+00, 4.692971e-10, 4.006430e+01, 1.570877e+00
1.514800e+09, 1.000082e+00, 1.779338e+00, 4.695626e-10, 4.052636e+01, 1.570880e+00
1.518600e+09, 1.000085e+00, 1.768127e+00, 4.698294e-10, 4.099290e+01, 1.570883e+00
1.522400e+09, 1.000087e+00, 1.756909e+00, 4.700975e-10, 4.146402e+01, 1.570885e+00
1.526200e+09, 1.000090e+00, 1.745685e+00, 4.703669e-10, 4.193981e+01, 1.570888e+00
1.530000e+09, 1.000093e+00, 1.734455e+00, 4.706374e-10, 4.242038e+01, 1.570890e+00
1.533800e+09, 1.000095e+00, 1.723218e+00, 4.709092e-10, 4.290584e+01, 1.570893e+00
1.537600e+09, 1.000098e+00, 1.711974e+00, 4.711821e-10, 4.339628e+01, 1.570895e+00
1.541400e+09, 1.000100e+00, 1.700724e+00, 4.714561e-10, 4.389182e+01, 1.570898e+00
1.545200e+09, 1.000103e+00, 1.689468e+00, 4.717312e-10, 4.439256e+01, 1.570900e+00
1.549000e+09, 1.000105e+00, 1.678205e+00, 4.720073e-10, 4.489864e+01, 1.570902e+00
1.552800e+09, 1.000108e+00, 1.666935e+00, 4.722845e-10, 4.541016e+01, 1.570904e+00
1.556600e+09, 1.000110e+00, 1.655659e+00, 4.725627e-10, 4.592725e+01, 1.570907e+00
1.560400e+09, 1.000112e+00, 1.644376e+00, 4.728419e-10, 4.645003e+01, 1.570909e+00
1.564200e+09, 1.000114e+00, 1.633086e+00, 4.731220e-10, 4.697863e+01, 1.570911e+00
1.568000e+09, 1.000116e+00, 1.621790e+00, 4.734030e-10, 4.751319e+01, 1.570913e+00
1.571800e+09, 1.000118e+00, 1.610487e+00, 4.736848e-10, 4.805384e+01, 1.570915e+00
1.575600e+09, 1.000120e+00, 1.599177e+00, 4.739675e-10, 4.860073e+01, 1.570917e+00
1.579400e+09, 1.000122e+00, 1.587861e+00, 4.742510e-10, 4.915399e+01, 1.570918e+00
1.583200e+09, 1.000124e+00, 1.576537e+00, 4.745352e-10, 4.971377e+01, 1.570920e+00
1.587000e+09, 1.000126e+00, 1.565207e+00, 4.748202e-10, 5.028024e+01, 1.570922e+00
1.590800e+09, 1.000127e+00, 1.553870e+00, 4.751058e-10, 5.085354e+01, 1.570924e+00
1.594600e+09, 1.000129e+00, 1.542527e+00, 4.753922e-10, 5.143384e+01, 1.570925e+00
1.598400e+09, 1.000131e+00, 1.531176e+00, 4.756791e-10, 5.202131e+01, 1.570927e+00
1.602200e+09, 1.000132e+00, 1.519819e+00, 4.759667e-10, 5.261612e+01, 1.570929e+00
1.606000e+09, 1.000134e+00, 1.508455e+00, 4.762547e-10, 5.321845e+01, 1.570930e+00
1.609800e+09, 1.000135e+00, 1.497083e+00, 4.765434e-10, 5.382848e+01, 1.570932e+00
1.613600e+09, 1.000136e+00, 1.485705e+00, 4.768324e-10, 5.444640e+01, 1.570933e+00
1.617400e+09, 1.000138e+00, 1.474321e+00, 4.771220e-10, 5.507240e+01, 1.570935e+00
1.621200e+09, 1.000139e+00, 1.462929e+00, 4.774119e-10, 5.570670e+01, 1.570936e+00
1.625000e+09, 1.000140e+00, 1.451530e+00, 4.777022e-10, 5.634948e+01, 1.570937e+00
1.628800e+09, 1.000141e+00, 1.440124e+00, 4.779929e-10, 5.700098e+01, 1.570939e+00
1.632600e+09, 1.000142e+00, 1.428712e+00, 4.782839e-10, 5.766140e+01, 1.570940e+00
1.636400e+09, 1.000143e+00, 1.417292e+00, 4.785751e-10, 5.833099e+01, 1.570941e+00
1.640200e+09, 1.000144e+00, 1.405866e+00, 4.788665e-10, 5.900997e+01, 1.570943e+00
1.644000e+09, 1.000145e+00, 1.394432e+00, 4.791581e-10, 5.969860e+01, 1.570944e+00
1.647800e+09, 1.000146e+00, 1.382992e+00, 4.794499e-10, 6.039712e+01, 1.570945e+00
1.651600e+09, 1.000147e+00, 1.371544e+00, 4.797418e-10, 6.110579e+01, 1.570946e+00
1.655400e+09, 1.000147e+00, 1.360090e+00, 4.800337e-10, 6.182488e+01, 1.570947e+00
1.659200e+09, 1.000148e+00, 1.348629e+00, 4.803257e-10, 6.255469e+01, 1.570948e+00
1.663000e+09, 1.000149e+00, 1.337160e+00, 4.806177e-10, 6.329548e+01, 1.570949e+00
1.666800e+09, 1.000149e+00, 1.325685e+00, 4.809096e-10, 6.404757e+01, 1.570950e+00
1.670600e+09, 1.000150e+00, 1.314203e+00, 4.812015e-10, 6.481126e+01, 1.570951e+00
1.674400e+09, 1.000150e+00, 1.302714e+00, 4.814932e-10, 6.558688e+01, 1.570952e+00
1.678200e+09, 1.000150e+00, 1.291217e+00, 4.817848e-10, 6.637476e+01, 1.570953e+00
1.682000e+09, 1.000150e+00, 1.279714e+00, 4.820761e-10, 6.717524e+01, 1.570953e+00
1.685800e+09, 1.000151e+00, 1.268204e+00, 4.823672e-10, 6.798869e+01, 1.570954e+00
1.689600e+09, 1.000151e+00, 1.256687e+00, 4.826581e-10, 6.881547e+01, 1.570955e+00
1.693400e+09, 1.000151e+00, 1.245163e+00, 4.829486e-10, 6.965597e+01, 1.570956e+00
1.697200e+09, 1.000151e+00, 1.233632e+00, 4.832388e-10, 7.051059e+01, 1.570956e+00
1.701000e+09, 1.000151e+00, 1.222094e+00, 4.835285e-10, 7.137975e+01, 1.570957e+00
1.704800e+09, 1.000151e+00, 1.210550e+00, 4.838179e-10, 7.226388e+01, 1.570957e+00
1.708600e+09, 1.000150e+00, 1.198998e+00, 4.841067e-10, 7.316343e+01, 1.570958e+00
1.712400e+09, 1.000150e+00, 1.187439e+00, 4.843950e-10, 7.407886e+01, 1.570958e+00
1.716200e+09, 1.000150e+00, 1.175874e+00, 4.846828e-10, 7.501067e+01, 1.570959e+00
1.720000e+09, 1.000149e+00, 1.164302e+00, 4.849700e-10, 7.595935e+01, 1.570959e+00
1.723800e+09, 1.000149e+00, 1.152722e+00, 4.852565e-10, 7.692544e+01, 1.570959e+00
1.727600e+09, 1.000148e+00, 1.141136e+00, 4.855423e-10, 7.790948e+01, 1.570959e+00
1.731400e+09, 1.000148e+00, 1.129543e+00, 4.858274e-10, 7.891204e+01, 1.570960e+00
1.735200e+09, 1.000147e+00, 1.117944e+00, 4.861118e-10, 7.993372e+01, 1.570960e+00
1.739000e+09, 1.000146e+00, 1.106337e+00, 4.863954e-10, 8.097514e+01, 1.570960e+00
1.742800e+09, 1.000145e+00, 1.094724e+00, 4.866781e-10, 8.203694e+01, 1.570960e+00
1.746600e+09, 1.000144e+00, 1.083104e+00, 4.869599e-10, 8.311981e+01, 1.570960e+00
1.750400e+09, 1.000144e+00, 1.071477e+00, 4.872409e-10, 8.422444e+01, 1.570960e+00
1.754200e+09, 1.000142e+00, 1.059844e+00, 4.875208e-10, 8.535158e+01, 1.570960e+00
1.758000e+09, 1.000141e+00, 1.048204e+00, 4.877998e-10, 8.650199e+01, 1.570959e+00
1.761800e+09, 1.000140e+00, 1.036557e+00, 4.880777e-10, 8.767648e+01, 1.570959e+00
1.765600e+09, 1.000139e+00, 1.024904e+00, 4.883545e-10, 8.887590e+01, 1.570959e+00
1.769400e+09, 1.000137e+00, 1.013244e+00, 4.886302e-10, 9.010113e+01, 1.570958e+00
1.773200e+09, 1.000136e+00, 1.001577e+00, 4.889048e-10, 9.135309e+01, 1.570958e+00
1.777000e+09, 1.000135e+00, 9.899040e-01, 4.891782e-10, 9.263274e+01, 1.570957e+00
1.780800e+09, 1.000133e+00, 9.782244e-01, 4.894503e-10, 9.394112e+01, 1.570957e+00
1.784600e+09, 1.000131e+00, 9.665382e-01, 4.897211e-10, 9.527928e+01, 1.570956e+00
1.788400e+09, 1.000130e+00, 9.548456e-01, 4.899907e-10, 9.664833e+01, 1.570955e+00
1.792200e+09, 1.000128e+00, 9.431465e-01, 4.902588e-10, 9.804947e+01, 1.570954e+00
1.796000e+09, 1.000126e+00, 9.314410e-01, 4.905256e-10, 9.948391e+01, 1.570953e+00
1.799800e+09, 1.000124e+00, 9.197292e-01, 4.907910e-10, 1.009530e+02, 1.570952e+00
1.803600e+09, 1.000122e+00, 9.080110e-01, 4.910548e-10, 1.024580e+02, 1.570951e+00
1.807400e+09, 1.000120e+00, 8.962865e-01, 4.913172e-10, 1.040005e+02, 1.570950e+00
1.811200e+09, 1.000118e+00, 8.845558e-01, 4.915781e-10, 1.055818e+02, 1.570948e+00
1.815000e+09, 1.000115e+00, 8.728188e-01, 4.918373e-10, 1.072038e+02, 1.570947e+00
1.818800e+09, 1.000113e+00, 8.610757e-01, 4.920950e-10, 1.088679e+02, 1.570945e+00
1.822600e+09, 1.000110e+00, 8.493264e-01, 4.923509e-10, 1.105761e+02, 1.570943e+00
1.826400e+09, 1.000108e+00, 8.375709e-01, 4.926052e-10, 1.123301e+02, 1.570942e+00
1.830200e+09, 1.000105e+00, 8.258094e-01, 4.928578e-10, 1.141321e+02, 1.570940e+00
1.834000e+09, 1.000103e+00, 8.140419e-01, 4.931086e-10, 1.159840e+02, 1.570938e+00
1.837800e+09, 1.000100e+00, 8.022684e-01, 4.933576e-10, 1.178882e+02, 1.570936e+00
1.841600e+09, 1.000097e+00, 7.904890e-01, 4.936048e-10, 1.198469e+02, 1.570933e+00
1.845400e+09, 1.000094e+00, 7.787036e-01, 4.938501e-10, 1.218628e+02, 1.570931e+00
1.849200e+09, 1.000092e+00, 7.669124e-01, 4.940935e-10, 1.239385e+02, 1.570928e+00
1.853000e+09, 1.000089e+00, 7.551154e-01, 4.943350e-10, 1.260768e+02, 1.570926e+00
1.856800e+09, 1.000086e+00, 7.433126e-01, 4.945745e-10, 1.282808e+02, 1.570923e+00
1.860600e+09, 1.000082e+00, 7.315040e-01, 4.948119e-10, 1.305537e+02, 1.570920e+00
1.864400e+09, 1.000079e+00, 7.196899e-01, 4.950474e-10, 1.328989e+02, 1.570917e+00
1.868200e+09, 1.000076e+00, 7.078701e-01, 4.952808e-10, 1.353201e+02, 1.570913e+00
1.872000e+09, 1.000073e+00, 6.960447e-01, 4.955121e-10, 1.378212e+02, 1.570910e+00
1.875800e+09, 1.000069e+00, 6.842138e-01, 4.957413e-10, 1.404064e+02, 1.570906e+00
1.879600e+09, 1.000066e+00, 6.723774e-01, 4.959683e-10, 1.430802e+02, 1.570902e+00
1.883400e+09, 1.000062e+00, 6.605356e-01, 4.961931e-10, 1.458474e+02, 1.570898e+00
1.887200e+09, 1.000059e+00, 6.486885e-01, 4.964157e-10, 1.487132e+02, 1.570894e+00
1.891000e+09, 1.000055e+00, 6.368360e-01, 4.966360e-10, 1.516831e+02, 1.570889e+00
1.894800e+09, 1.000052e+00, 6.249783e-01, 4.968541e-10, 1.547632e+02, 1.570885e+00
1.898600e+09, 1.000048e+00, 6.131153e-01, 4.970698e-10, 1.579599e+02, 1.570880e+00
1.902400e+09, 1.000044e+00, 6.012472e-01, 4.972833e-10, 1.612801e+02, 1.570875e+00
1.906200e+09, 1.000040e+00, 5.893740e-01, 4.974943e-10, 1.647314e+02, 1.570869e+00
1.910000e+09, 1.000037e+00, 5.774958e-01, 4.977030e-10, 1.683220e+02, 1.570864e+00
1.913800e+09, 1.000033e+00, 5.656126e-01, 4.979092e-10, 1.720607e+02, 1.570858e+00
1.917600e+09, 1.000029e+00, 5.537245e-01, 4.981131e-10, 1.759571e+02, 1.570851e+00
1.921400e+09, 1.000025e+00, 5.418315e-01, 4.983144e-10, 1.800217e+02, 1.570845e+00
1.925200e+09, 1.000021e+00, 5.299337e-01, 4.985133e-10, 1.842659e+02, 1.570838e+00
1.929000e+09, 1.000017e+00, 5.180311e-01, 4.987096e-10, 1.887022e+02, 1.570831e+00
1.932800e+09, 1.000013e+00, 5.061239e-01, 4.989034e-10, 1.933443e+02, 1.570823e+00
1.936600e+09, 1.000009e+00, 4.942120e-01, 4.990947e-10, 1.982070e+02, 1.570815e+00
1.940400e+09, 1.000005e+00, 4.822956e-01, 4.992834e-10, 2.033069e+02, 1.570807e+00
1.944200e+09, 1.000001e+00, 4.703746e-01, 4.994694e-10, 2.086622e+02, 1.570798e+00
1.948000e+09, 9.999967e-01, 4.584492e-01, 4.996529e-10, 2.142928e+02, 1.570789e+00
1.951800e+09, 9.999926e-01, 4.465195e-01, 4.998337e-10, 2.202210e+02, 1.570779e+00
1.955600e+09, 9.999885e-01, 4.345854e-01, 5.000119e-10, 2.264714e+02, 1.570769e+00
1.959400e+09, 9.999844e-01, 4.226471e-01, 5.001874e-10, 2.330714e+02, 1.570758e+00
1.963200e+09, 9.999803e-01, 4.107045e-01, 5.003602e-10, 2.400518e+02, 1.570747e+00
1.967000e+09, 9.999762e-01, 3.987579e-01, 5.005303e-10, 2.474469e+02, 1.570735e+00
1.970800e+09, 9.999721e-01, 3.868072e-01, 5.006978e-10, 2.552953e+02, 1.570722e+00
1.974600e+09, 9.999680e-01, 3.748525e-01, 5.008625e-10, 2.636405e+02, 1.570709e+00
1.978400e+09, 9.999639e-01, 3.628938e-01, 5.010245e-10, 2.725319e+02, 1.570695e+00
1.982200e+09, 9.999598e-01, 3.509313e-01, 5.011837e-10, 2.820256e+02, 1.570679e+00
1.986000e+09, 9.999557e-01, 3.389650e-01, 5.013402e-10, 2.921856e+02, 1.570663e+00
1.989800e+09, 9.999517e-01, 3.269949e-01, 5.014940e-10, 3.030853e+02, 1.570646e+00
1.993600e+09, 9.999477e-01, 3.150212e-01, 5.016451e-10, 3.148094e+02, 1.570628e+00
1.997400e+09, 9.999437e-01, 3.030439e-01, 5.017934e-10, 3.274560e+02, 1.570608e+00
2.001200e+09, 9.999398e-01, 2.910630e-01, 5.019391e-10, 3.411393e+02, 1.570586e+00
2.005000e+09, 9.999359e-01, 2.790787e-01, 5.020821e-10, 3.559932e+02, 1.570563e+00
2.008800e+09, 9.999320e-01, 2.670909e-01, 5.022224e-10, 3.721760e+02, 1.570539e+00
2.012600e+09, 9.999282e-01, 2.550998e-01, 5.023602e-10, 3.898753e+02, 1.570512e+00
2.016400e+09, 9.999244e-01, 2.431054e-01, 5.024954e-10, 4.093164e+02, 1.570482e+00
2.020200e+09, 9.999207e-01, 2.311077e-01, 5.026282e-10, 4.307710e+02, 1.570450e+00
2.024000e+09, 9.999170e-01, 2.191069e-01, 5.027586e-10, 4.545708e+02, 1.570414e+00
2.027800e+09, 9.999134e-01, 2.071030e-01, 5.028869e-10, 4.811243e+02, 1.570375e+00
2.031600e+09, 9.999098e-01, 1.950960e-01, 5.030131e-10, 5.109412e+02, 1.570331e+00
2.035400e+09, 9.999063e-01, 1.830860e-01, 5.031377e-10, 5.446646e+02, 1.570282e+00
2.039200e+09, 9.999028e-01, 1.710731e-01, 5.032611e-10, 5.831191e+02, 1.570226e+00
2.043000e+09, 9.998995e-01, 1.590572e-01, 5.033836e-10, 6.273786e+02, 1.570162e+00
2.046800e+09, 9.998961e-01, 1.470383e-01, 5.035063e-10, 6.788689e+02, 1.570087e+00
2.050600e+09, 9.998929e-01, 1.350166e-01, 5.036302e-10, 7.395242e+02, 1.570000e+00
2.054400e+09, 9.998897e-01, 1.229918e-01, 5.037574e-10, 8.120366e+02, 1.569897e+00
2.058200e+09, 9.998865e-01, 1.109641e-01, 5.038907e-10, 9.002673e+02, 1.569771e+00
2.062000e+09, 9.998833e-01, 9.893312e-02, 5.040355e-10, 1.009959e+03, 1.569615e+00
2.065800e+09, 9.998802e-01, 8.689872e-02, 5.042009e-10, 1.150040e+03, 1.569416e+00
2.069600e+09, 9.998770e-01, 7.486036e-02, 5.044053e-10, 1.335195e+03, 1.569152e+00
2.073400e+09, 9.998737e-01, 6.281713e-02, 5.046885e-10, 1.591396e+03, 1.568785e+00
2.077200e+09, 9.998702e-01, 5.076713e-02, 5.051528e-10, 1.969349e+03, 1.568238e+00
2.081000e+09, 9.998659e-01, 3.870605e-02, 5.061319e-10, 2.583237e+03, 1.567331e+00
2.084800e+09, 9.998599e-01, 2.662160e-02, 5.093563e-10, 3.756075e+03, 1.565533e+00
2.088600e+09, 9.998468e-01, 1.446015e-02, 5.783380e-10, 6.915048e+03, 1.560198e+00
2.092400e+09, 9.989990e-01, 6.516941e-04, 4.016124e-10, 8.369095e+04, 5.768768e-01
2.096200e+09, 9.998931e-01, -8.937245e-03, 5.146752e-10, 1.118826e+04, -1.558831e+00
